Artist;Title;Album;Year
Judas Priest;Hell Bent For Leather [Bonus];Unleashed In The East;1979
Arch Enemy;Lament Of A Mortal Soul;Wages of Sin;2002
Faith No More;I Started A Joke;Who Cares A Lot? The Greatest Hits [Disc 1];1998
David Shankle Group;Voice of Authority;Ashes to Ashes;2003
Iron Maiden;Wasted Years;Best Of The Beast;1996
S.O.D.;Xerox;Bigger Than The Devil;2000
Megadeth;In My Darkest Hour;Capitol Punishment: The Megadeth Years;2000
Moi dix Mois;Detresse;Dix infernal;2003
Moi dix Mois;Dix est infini;Dix infernal;2003
Bulldoze;Live;The Final Beatdown;1998
Yngwie Malmsteen;Golden Dawn;Fire And Ice;1992
Arnocorps;Wheel of Pain;The Greatest Band of All Time;2005
Judas Priest;Riding On The Wind (Live) (Bonus Track);Hell Bent For Leather;1978
Judas Priest;Riding On The Wind (Live) (Bonus Track);Hell Bent For Leather [The Remasters];1978
Stratovarius;It's A Mystery;Intermission;2001
Finntroll;Tomhet Och Tystnad HÃ¤rska (Outro);Jaktens Tid;2001
Crumbsuckers;Hubrun;Life of Dreams;1999
Iron Maiden;Running Free;Live After Death;1990
Wolfpack;Pain from Pleasure;Lycanthro Punk;1998
Dragonforce;Chemical Interference (bonus track);Maximum Overload;2014
Judas Priest;Metal Gods;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Metal Gods;Metal Works '73 -'93;1993
Judas Priest;Sinner;Metal Works 73-93 (Disc 2);1993
Type O Negative;Wolf Moon (Including Zoanthropic Paranoia);October Rust;1996
Ludichrist;One for the road;Powertrip;2000
Pantera;Smithzonian Institute of Rhyme;Reinventing the Steel [Clean];2000
Jesus Lizard;Gladiator;Show;1993
All Shall Perish;Nobleza En Exilio ((Spanish version of â€œRoyalty Into Exileâ€));This Is Where It Ends;2011
Judas Priest;Starbreaker [Bonus];Unleashed In The East;1979
Arch Enemy;Starbreaker;Wages of Sin;2002
Faith No More;Last Cup Of Sorrow;Who Cares A Lot? The Greatest Hits [Disc 1];1998
S.O.D.;Make Room, Make Room;Bigger Than The Devil;2000
Black Sabbath;Jack The Stripper/Fairies Wear Boots;Black Box: The Complete Original Black Sabbath (1970-1978);1971
Megadeth;Peace Sells;Capitol Punishment: The Megadeth Years;2000
Moi dix Mois;Ange;Dix infernal;2003
Bulldoze;Live;The Final Beatdown;1998
Yngwie Malmsteen;Final Curtain;Fire And Ice;1992
Arnocorps;Terminator;The Greatest Band of All Time;2005
Stratovarius;Cold Winter Nights;Intermission;2001
Crumbsuckers;Bullshit Society;Life of Dreams;1999
Dragonforce;Summer's End (Japanese Edition, bonus track);Maximum Overload;2014
Judas Priest;Before The Dawn;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Before The Dawn;Metal Works '73 -'93;1993
Judas Priest;Freewheel Burning;Metal Works 73-93 (Disc 2);1993
Type O Negative;Haunted;October Rust;1996
Ozzy Osbourne;I Just Want You;The Ozzman Cometh;1997
Jesus Lizard;Wheelchair Epidemic;Show;1993
Arch Enemy;Aces High;Wages of Sin;2002
Faith No More;Ashes To Ashes;Who Cares A Lot? The Greatest Hits [Disc 1];1998
S.O.D.;Free Dirty Needles;Bigger Than The Devil;2000
Black Sabbath;Sweet Leaf;Black Box: The Complete Original Black Sabbath (1970-1978);1971
Moi dix Mois;Pagent;Dix infernal;2003
Arnocorps;Last Action Hero;The Greatest Band of All Time;2005
Stratovarius;Hunting High & Low (Live);Intermission;2001
Crumbsuckers;Live To Work;Life of Dreams;1999
Dragonforce;Fight To Be Free (bonus track);Maximum Overload;2014
Judas Priest;Turbo Lover;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Turbo Lover;Metal Works '73 -'93;1993
Judas Priest;Night Crawler;Metal Works 73-93 (Disc 2);1993
Type O Negative;[untitled];October Rust;1996
Jesus Lizard;Monkey Trick;Show;1993
Arch Enemy;Scream Of Anger;Wages of Sin;2002
Faith No More;Stripsearch;Who Cares A Lot? The Greatest Hits [Disc 1];1998
Ryker's;London Leatherboys;Accept Metal Or Die: Tribute to Accept;1999
S.O.D.;Fugu;Bigger Than The Devil;2000
Black Sabbath;After Forever;Black Box: The Complete Original Black Sabbath (1970-1978);1971
Moi dix Mois;Perish;Dix infernal;2003
Crumbsuckers;Mr. Hyde;Life of Dreams;1999
Dragonforce;Galactic Astro Domination (Remixed, bonus track);Maximum Overload;2014
Judas Priest;Ram It Down;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Ram It Down;Metal Works '73 -'93;1993
Arch Enemy;Diva Satanica;Wages of Sin;2002
S.O.D.;Noise That's What;Bigger Than The Devil;2000
Moi dix Mois;Vizard;Dix infernal;2003
Judas Priest;Metal Meltdown;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Metal Meltdown;Metal Works '73 -'93;1993
Attak;Murder In The Subway;No Future;1993
Arch Enemy;Fields Of Desolation;Wages of Sin;2002
S.O.D.;We All Bleed Red;Bigger Than The Devil;2000
Black Sabbath;Children Of The Grave;Black Box: The Complete Original Black Sabbath (1970-1978);1971
Moi dix Mois;Forbidden;Dix infernal;2003
Judas Priest;Screaming For Vengeance;Metal Works '73 -'93;1993
Arch Enemy;Damnation's Way;Wages of Sin;2002
S.O.D.;Frankenstein And His Horse;Bigger Than The Devil;2000
Moi dix Mois;La Dix Croix;Dix infernal;2003
Judas Priest;You've Got Another Thing Comin';Metal Works '73 -'93;1993
Arch Enemy;Hydra;Wages of Sin;2002
S.O.D.;Every Tiny Molecule;Bigger Than The Devil;2000
Black Sabbath;Lord Of This World;Black Box: The Complete Original Black Sabbath (1970-1978);1971
Judas Priest;Beyond the Realms of Death;Metal Works '73 -'93;1993
S.O.D.;Aren't You Hungry?;Bigger Than The Devil;2000
Judas Priest;Solar Angels;Metal Works '73 -'93;1993
S.O.D.;L.A.T.K.C.H.;Bigger Than The Devil;2000
Black Sabbath;Into The Void;Black Box: The Complete Original Black Sabbath (1970-1978);1971
Judas Priest;Bloodstone;Metal Works '73 -'93;1993
S.O.D.;Ballad Of Michael H.;Bigger Than The Devil;2000
Judas Priest;Desert Plains;Metal Works '73 -'93;1993
S.O.D.;Ballad Of Phil H.;Bigger Than The Devil;2000
Black Sabbath;Tomorrow's Dream;Black Box: The Complete Original Black Sabbath (1970-1978);1972
Murderdolls;White Wedding [DVD];Beyond the Valley of the Murderdolls;2003
S.O.D.;Moment Of Truth;Bigger Than The Devil;2000
Black Sabbath;Changes;Black Box: The Complete Original Black Sabbath (1970-1978);1972
Black Sabbath;Supernaut;Black Box: The Complete Original Black Sabbath (1970-1978);1972
S.O.D.;Track 28;Bigger Than The Devil;2000
Black Sabbath;Snowblind;Black Box: The Complete Original Black Sabbath (1970-1978);1972
Black Sabbath;Laguna Sunrise;Black Box: The Complete Original Black Sabbath (1970-1978);1972
Black Sabbath;Sabbath Bloody Sabbath;Black Box: The Complete Original Black Sabbath (1970-1978);1973
Black Sabbath;Fluff;Black Box: The Complete Original Black Sabbath (1970-1978);1973
Black Sabbath;Sabbra Cadabra;Black Box: The Complete Original Black Sabbath (1970-1978);1973
Black Sabbath;Hole In The Sky;Black Box: The Complete Original Black Sabbath (1970-1978);1975
Black Sabbath;Symptom Of The Universe;Black Box: The Complete Original Black Sabbath (1970-1978);1975
Black Sabbath;Am I Going Insane (Radio);Black Box: The Complete Original Black Sabbath (1970-1978);1975
Black Sabbath;Rock 'N' Roll Doctor;Black Box: The Complete Original Black Sabbath (1970-1978);1976
Black Sabbath;Dirty Women;Black Box: The Complete Original Black Sabbath (1970-1978);2002
Black Sabbath;Never Say Die;Black Box: The Complete Original Black Sabbath (1970-1978);2002
Black Sabbath;A Hard Road;Black Box: The Complete Original Black Sabbath (1970-1978);2002
Iron Maiden;Wrathchild;Iron Maiden (1): 1980-1990;2001
Lemmy with Wendy O Williams;Stand by your man;Damage Case;2006
