;show_date;Artist;Title;Album;Year
0;Jan 15. 2023;Pappo's Blues;Especies;Pappo's Blues. Vol. 1;1971
1;Jan 15. 2023;Leaf Hound;Stray;Growers Of Mushrooms;2008
2;Jan 15. 2023;Osanna;Non sei vissuto mai;Non sei vissuto mai;2013
3;Jan 15. 2023;Molly Hatchet;Fall Of The Peacemakers (Album Version);No Guts. No Glory;1983
4;Jan 15. 2023;Blue Oyster Cult;Vengeance;Fire of Unknown Origin;2016
5;Jan 15. 2023;Angel Witch;Gorgon;'82 Revisited;2007
6;Jan 15. 2023;Angel Witch;Nowhere To Run;'82 Revisited;2007
7;Jan 15. 2023;Angel Witch;White Witch;'82 Revisited;2007
8;Jan 15. 2023;Angel Witch;Angel Of Death;'82 Revisited;2007
9;Jan 15. 2023;Acutor;Infernal;Dios ha Muerto;1998
10;Jan 15. 2023;Sabbat;Orochie;Charisma;2009
11;Jan 15. 2023;Rotten Tomb;Devourer of Life;Visions of a Dismal Fate;2022
12;Jan 15. 2023;Kringa;Gardens In Bloom;All Stillborn Fires. Lick My Heart;2023
13;Jan 15. 2023;Änterbila;Hemlängtan;Änterbila;2022
14;Jan 15. 2023;Jesus Wept;Psychedelic Degeneracy;Psychedelic Degeneracy;2022
15;Jan 15. 2023;Casket Huffer;Harrowing Mysticism;Filth Ouroboros;2019
16;Jan 15. 2023;Rigor Mortis;Shroud of Gloom;Rigor Mortis (Expanded Edition) [Remastered];1988
17;Jan 15. 2023;Katla;Warcries;Warmongering Luciferians (Chapter 1);2020
18;Jan 15. 2023;Exciter;Under Attack;Heavy Metal Maniac;2009
19;Jan 15. 2023;Exciter;Rising Of The Dead;Heavy Metal Maniac;2009
20;Jan 15. 2023;Exciter;Black Witch;Heavy Metal Maniac;2009
21;Jan 15. 2023;Exciter;Cry Of The Banshee;Heavy Metal Maniac;2009
22;Jan 8. 2023 ;The Nest;Her True Nature;Her True Nature;2022
23;Jan 8. 2023 ;Blut Aus Nord;Tales Of The Old Dreamer;Disharmonium - Undreamable Abysses;2022
24;Jan 8. 2023 ;Messa;Pilgrim;Close;2022
25;Jan 8. 2023 ;Misþyrming;Með hamri;Með hamri;2022
26;Jan 8. 2023 ;Ritual Death;Salomes Dance;Ritual Death;2022
27;Jan 8. 2023 ;Druid Lord;Thirteen Days of Death;Relics Of The Dead;2022
28;Jan 8. 2023 ;Worm;Centuries of Ooze II;Bluenothing;2022
29;Jan 8. 2023 ;Negative Plane;The Other Door;The Pact;2022
30;Jan 8. 2023 ;Darvaza;The Second Woe;Ascending Into Perdition;2022
31;Jan 8. 2023 ;Ritual Fog;Funeral Fumes;Visions of Blasphemy;2022
32;Jan 8. 2023 ;Castrator;Dawa of Yousafzai;Dawa of Yousafzai;2022
33;Jan 8. 2023 ;Midnight;Villainy Wretched Villainy;Let There Be Witchery;2022
34;Jan 8. 2023 ;Spiter;Tortured Soul;Bathe the Babe in Bats' Blood;2022
35;Jan 8. 2023 ;Thulsa Doom;Into the Vaults of Angmar;A Fate Worse Than Death;2022
36;Jan 8. 2023 ;Disfuneral;Dissolved;Blood Red Tentacle;2022
37;Jan 8. 2023 ;Voivod;The World Today;Synchro Anarchy;2022
38;Jan 8. 2023 ;Sonja;Nylon Nights;Loud Arriver;2022
39;Jan 8. 2023 ;Knoll;Throe of Upheaval;Metempiric;2022
40;Jan 8. 2023 ;Innumerable Forms;Deified Tyrants;Philosophical Collapse;2022
41;Jan 8. 2023 ;Epoch of Unlight;All Light Dies;At War With the Multiverse;2022
42;Jan 8. 2023 ;Paul  Lawler;Caring;Moods And Situations;2002
43;Jan 8. 2023 ;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
44;Jan 8. 2023 ;Bob Marley & The Wailers;Misty Morning;Kaya - Deluxe Edition;2013
45;Jan 8. 2023 ;Woody Cartel;Boomin';Summer Breezy;2018
46;Jan 1. 2023 ;Negative Plane;The Other Door;The Pact;2022
47;Jan 1. 2023 ;Motörhead;Over the Top (Live at Newcastle City Hall. 30/3/1981);Over the Top (Live at Newcastle City Hall. 30/3/1981);1981
48;Jan 1. 2023 ;Motörhead;Shoot You in the Back (Live at Newcastle City Hall. 30/3/1981);Shoot You in the Back (Live at Newcastle City Hall. 30/3/1981);1981
49;Jan 1. 2023 ;Motörhead;The Hammer (Live at Newcastle City Hall. 30/3/1981);The Hammer (Live at Newcastle City Hall. 30/3/1981);2021
50;Jan 1. 2023 ;Motörhead;Fire Fire (Live at Newcastle City Hall. 30/3/1981);Fire Fire (Live at Newcastle City Hall. 30/3/1981);1981
51;Jan 1. 2023 ;Motörhead;Too Late Too Late (Live at Newcastle City Hall. 30/3/1981);Too Late Too Late (Live at Newcastle City Hall. 30/3/1981);1981
52;Jan 1. 2023 ;Motörhead;Bite the Bullet (Live at Newcastle City Hall. 30/3/1981);Bite the Bullet (Live at Newcastle City Hall. 30/3/1981);1981
53;Jan 1. 2023 ;Motörhead;The Chase Is Better Than the Catch (Live at Newcastle City Hall. 30/3/1981);The Chase Is Better Than the Catch (Live at Newcastle City Hall. 30/3/1981);1981
54;Jan 1. 2023 ;Motörhead;Overkill (Live at Newcastle City Hall. 30/3/1981);Overkill (Live at Newcastle City Hall. 30/3/1981);1981
55;Jan 1. 2023 ;Motörhead;Bomber (Live at Newcastle City Hall. 30/3/1981);Bomber (Live at Newcastle City Hall. 30/3/1981);1981
56;Jan 1. 2023 ;Judas Priest;Genocide (Live);Unleashed In The East;1979
57;Jan 1. 2023 ;Judas Priest;Tyrant (Live);Setlist: The Very Best of Judas Priest Live;2013
58;Jan 1. 2023 ;Judas Priest;Rock Forever (Live);Unleashed In The East;1979
59;Jan 1. 2023 ;Judas Priest;Hell Bent for Leather (Live);Unleashed In The East;1979
60;Jan 1. 2023 ;Judas Priest;Starbreaker (Live);Unleashed In The East;1979
61;Jan 1. 2023 ;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
62;Dec 25. 2022;Spinal Tap;Christmas With The Devil;This Is Spinal Tap;2008
63;Dec 25. 2022;Venom;Black Mass;Under a Spell;2010
64;Dec 25. 2022;Nunslaughter;Twisted Spirit;Angelic Dread;2014
65;Dec 25. 2022;Haust;No Christmas;Black Hole X-Mas;2017
66;Dec 25. 2022;Rob Halford;Deck the Halls;Celestial;2019
67;Dec 25. 2022;Nekrogoblikon;Goblin Christmas Armageddon Part I;Goblin Island;2006
68;Dec 25. 2022;Christopher Lee;Silent Night;A Heavy Metal Christmas;2012
69;Dec 25. 2022;Black Widow;Christmas Time For Demons;Christmas Time For Demons;2011
70;Dec 25. 2022;AC/DC;Mistress For Christmas;Mistress For Christmas;2003
71;Dec 25. 2022;220 Volt;Heavy Christmas;Heavy Christmas -  Revisited;2009
72;Dec 25. 2022;Okkultokrati;All I Want for Christmas Is Glue;Black Hole X-Mas;2017
73;Dec 25. 2022;Gehennah;Sathana Claus;No Fucking Christmas!;1995
74;Dec 25. 2022;Lustmord;Carol Of The Bells;Alice Cooper's Taste of Christmas Pudding (2005-2011);2012
75;Dec 25. 2022;Ronnie James Dio, Tony Iommi, Rudy Sarzo, Simon Wright;God Rest Ye Merry Gentlemen;We Wish You A Metal Xmas and a Headbanging New Year;2009
76;Dec 25. 2022;Barak;Danzar (feat. Redimi2);Generacion Radical;2016
77;Dec 25. 2022;King Diamond;Funeral;In Concert 1987: Abigail (Live);1990
78;Dec 25. 2022;King Diamond;Funeral;In Concert 1987: Abigail (Live);1990
79;Dec 25. 2022;King Diamond;Arrival;In Concert 1987: Abigail (Live);1990
80;Dec 25. 2022;King Diamond;Come To The Sabbath (Live) (Reissue);In Concert 1987 - Abigail (Reissue);1997
81;Dec 25. 2022;King Diamond;The Family Ghost;In Concert 1987: Abigail (Live);1990
82;Dec 25. 2022;King Diamond;The 7th Day of July 1777;In Concert 1987: Abigail (Live);1990
83;Dec 25. 2022;King Diamond;The Portrait;In Concert 1987: Abigail (Live);1990
84;Dec 25. 2022;King Diamond;Guitar Solo (Andy LaRocque);In Concert 1987: Abigail (Live);1990
85;Dec 25. 2022;King Diamond;The Possession;In Concert 1987: Abigail (Live);1990
86;Dec 25. 2022;King Diamond;Abigail (Live) (Reissue);In Concert 1987 - Abigail (Reissue);1997
87;Dec 25. 2022;King Diamond;Drum Solo (Mikkey Dee) [Live];In Concert 1987 - Abigail (Reissue);1997
88;Dec 25. 2022;King Diamond;The Candle;In Concert 1987: Abigail (Live);1990
89;Dec 25. 2022;King Diamond;No Presents For Christmas (Live) (Reissue);In Concert 1987 - Abigail (Reissue);1997
90;Dec 18. 2022;Motörhead;The Hammer;Ace of Spades (Deluxe Edition);1980
91;Dec 18. 2022;Deep Purple;Hard Lovin' Man;Hard Lovin' Man;2005
92;Dec 18. 2022;The Heavy Eyes;Pinwheels;Heavy Eyes;2011
93;Dec 18. 2022;The Heavy Eyes;Iron Giants;Heavy Eyes;2011
94;Dec 18. 2022;DJ Tan't;Day One;The Bonham Diaries;2013
95;Dec 18. 2022;Black Flag;Nervous Breakdown (Live);Live '84;2006
96;Dec 18. 2022;Black Flag;Black Coffee;Live '84;2006
97;Dec 18. 2022;Black Flag;Nothing Left Inside;Live '84;2006
98;Dec 18. 2022;Black Flag;The Bars;Live '84;2006
99;Dec 18. 2022;Sleep;From Beyond;From Beyond;2015
100;Dec 18. 2022;Monster Magnet;Brainstorm;Superjudge;1993
101;Dec 18. 2022;Blood Comet;Bloody Old Nun;Volume 1: A Tribute to Low-Maintenance Perennials;2022
102;Dec 18. 2022;Black Sabbath;Cornucopia;Cornucopia;1972
103;Dec 18. 2022;Black Sabbath;Laguna Sunrise;Laguna Sunrise;2017
104;Dec 18. 2022;Black Sabbath;St. Vitus Dance;Vol 4;2023
105;Dec 18. 2022;Black Sabbath;Under The Sun;Vol 4;2023
106;Dec 11. 2022;Bang;Future Shock;Bang;1971
107;Dec 11. 2022;Toad;Cotton Wood Hill;Toad;2014
108;Dec 11. 2022;ARTCH;Reincarnation;Another Return;2012
109;Dec 11. 2022;Sortilège;Lègende;Métamorphose;2007
110;Dec 11. 2022;Iron Maiden;Hallowed Be Thy Name (2015 Remaster);Hallowed Be Thy Name (2015 Remaster);2018
111;Dec 11. 2022;Trapeze;Medusa (Live. Houston. 1972);Medusa (Live. Houston. 1972);1972
112;Dec 11. 2022;Trapeze;Black Cloud (Live. Houston. 1972);Black Cloud (Live. Houston. 1972);1972
113;Dec 11. 2022;Hexx;Blood Hunter;Morbid Reality;2010
114;Dec 11. 2022;Possessed;Phantasm;Beyond The Gates;2015
115;Dec 11. 2022;Necrophagia;Abomination;Season of the Dead;2008
116;Dec 11. 2022;Druid Lord;Mangled as the Hideous Feed;Relics Of The Dead;2022
117;Dec 11. 2022;Celestial Bloodshed;The Demon of Old;Cursed. Scarred And Forever Possessed;2008
118;Dec 11. 2022;Havukruunu;Vainajain Valot;Kelle Surut Soi;2017
119;Dec 11. 2022;Sigh;Out Of The Grave;Graveward;2017
120;Dec 11. 2022;Almyrkvi;Vaporous Flame;Umbra;2018
121;Dec 11. 2022;Almyrkvi;Severed Pillars of Life;Umbra;2018
122;Dec 4. 2022 ;Van Halen;Sunday Afternoon in the Park (2015 Remaster);Sunday Afternoon in the Park (2015 Remaster);2015
123;Dec 4. 2022 ;Van Halen;One Foot out the Door (2015 Remaster);One Foot out the Door (2015 Remaster);2015
124;Dec 4. 2022 ;KISS;Not For The Innocent(Demo);Not For The Innocent;2022
125;Dec 4. 2022 ;Scorpions;China White (2015 Remaster);China White (2015 Remaster);1982
126;Dec 4. 2022 ;Iron Maiden;Gangland (2015 Remaster);Gangland (2015 Remaster);2018
127;Dec 4. 2022 ;Sammy Hagar;This Planet's On Fire (Burn In Hell);Street Machine;2008
128;Dec 4. 2022 ;UFO;Let It Roll;Force It;2021
129;Dec 4. 2022 ;Rainbow;Snake Charmer;Ritchie Blackmore's Rainbow;1975
130;Dec 4. 2022 ;Led Zeppelin;Wearing and Tearing (2012 Remaster);Coda (Deluxe Edition);2015
131;Dec 4. 2022 ;Judas Priest;Electric Eye (Live from the San Antonio Civic Center);Screaming For Vengeance Special 30th Anniversary Edition;2012
132;Dec 4. 2022 ;Judas Priest;Riding on the Wind (Live from the San Antonio Civic Center);Screaming For Vengeance Special 30th Anniversary Edition;2012
133;Dec 4. 2022 ;Judas Priest;Screaming for Vengeance (Live from the San Antonio Civic Center);Screaming For Vengeance Special 30th Anniversary Edition;2012
134;Dec 4. 2022 ;Judas Priest;Devil's Child (Live);Screaming For Vengeance Special 30th Anniversary Edition;2012
135;Dec 4. 2022 ;Dødsengel;Ad Babalonis Amorem Do Dedico Omnia Nihilo;Bab Al On;2022
136;Dec 4. 2022 ;Innumerable Forms;Bleeding Time;Philosophical Collapse;2022
137;Dec 4. 2022 ;Nocturnal Departure;Astral Transcendence;Cathartic Black Rituals;2019
138;Dec 4. 2022 ;Deströyer 666;Grave Raiders;Never Surrender;2022
139;Dec 4. 2022 ;Philharmonia Orchestra;III. Allegro molto: Konzert für Violine und Orchester Nr.2 Sz 112;Wilhelm Furtwaengler Vol. 102;2010
140;Dec 4. 2022 ;Hellhammer;Horus Aggressor (2020 - Remaster);Horus Aggressor (2020 - Remaster);1984
141;Dec 4. 2022 ;Onslaught;Witch Hunt;Power from Hell;2011
142;Dec 4. 2022 ;Bathory;Die in Fire;Jubileum. Vol. 2;1994
143;Dec 4. 2022 ;Hellripper;The Affair of the Poisons;The Affair of the Poisons;2020
144;Dec 4. 2022 ;Narcömancer;Night Devoured;Narcömancer;2020
145;Dec 4. 2022 ;Emperor;The Acclamation Of Bonds;Anthems To The Welkin At Dusk;2017
146;Dec 4. 2022 ;Emperor;The Wanderer;Anthems To The Welkin At Dusk;2017
147;Dec 4. 2022 ;Emperor;In Longing Spirit;Scattered Ashes: A Decade Of Emperial Wrath;2017
148;Nov 27. 2022;Deep Purple;Space Truckin';Deepest Purple (30th Anniversary Edition);2011
149;Nov 27. 2022;Pax;Pig Pen Boogie;Pax;1974
150;Nov 27. 2022;Jameson Raid;Seven Days of Splendour;Just as the Dust Had Settled;2010
151;Nov 27. 2022;Girlschool;Hellrazor;Screaming Blue Murder;2019
152;Nov 27. 2022;Sonja;Daughter of the Morning Star;Loud Arriver;2022
153;Nov 27. 2022;Messa;Dark Horse;Close;2022
154;Nov 27. 2022;AC/DC;Riff Raff (Live at the Apollo Theatre. Glasgow. Scotland - April 1978);The Complete Collection;2012
155;Nov 27. 2022;AC/DC;Hell Ain't a Bad Place to Be (Live at the Apollo Theatre. Glasgow. Scotland - April 1978);If You Want Blood You've Got It (Live);1978
156;Nov 27. 2022;AC/DC;Bad Boy Boogie (Live at the Apollo Theatre. Glasgow. Scotland - April 1978);If You Want Blood You've Got It (Live);1978
157;Nov 27. 2022;AC/DC;Let There Be Rock (Live at the Apollo Theatre. Glasgow. Scotland - April 1978);If You Want Blood You've Got It (Live);1978
158;Nov 27. 2022;Mystifier;Idolatry;The world is so good that who made it doesn't live here;2008
159;Nov 27. 2022;Gorgoroth;Prosperity And Beauty;Ad Majorem Sathanas Gloriam;2006
160;Nov 27. 2022;Crossspitter;The Bloody Work;Dry & Grinding Mouth;2020
161;Nov 27. 2022;Death;See Through Dreams;Human;2011
162;Nov 27. 2022;Castrator;Purge the Rotten (Ones);Defiled in Oblivion;2022
163;Nov 27. 2022;Okkultokrati;Tarblack Snakewind;No Light for Mass;2017
164;Nov 27. 2022;Halford;Betrayal (Remastered);Crucible;2002
165;Nov 27. 2022;Sleep;Holy Mountain;Holy Mountain;2015
166;Nov 27. 2022;Sleep;Inside The Sun;Inside The Sun;2015
167;Nov 27. 2022;Sleep;From Beyond;From Beyond;2015
168;Nov 27. 2022;Sleep;Nains Baptism;Nains Baptism;2015
169;Nov 27. 2022;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
170;Nov 20. 2022;In Solitude;Horses in the Ground;Sister;2013
171;Nov 20. 2022;Unto Others;No Children Laughing Now;No Children Laughing Now;2021
172;Nov 20. 2022;Candlemass;Black Butterfly;Sweet Evil Sun;2022
173;Nov 20. 2022;Hollow Ground;Warlord;Warlord;2014
174;Nov 20. 2022;Traveler;Behind the Iron;Traveler;2019
175;Nov 20. 2022;Tyran Pace;Play All Night;Long Live Metal;1985
176;Nov 20. 2022;Pretty Maids;Night Danger (Album Version);Red. Hot And Heavy;1984
177;Nov 20. 2022;Saxon;Everybody Up;A Collection Of Metal;1996
178;Nov 20. 2022;November;Långt från Sergel;Live;2011
179;Nov 20. 2022;November;Ta mig tillbaks till Stockholm;Progglådan Box A: Tung Rock & Blues;1971
180;Nov 20. 2022;November;Sekunder;Live;2011
181;Nov 20. 2022;Teitanblood;Purging Tongues;Purging Tongues;2022
182;Nov 20. 2022;Thy Catafalque;Mezolit;Meta;2016
183;Nov 20. 2022;Negative Plane;The Other Door;The Pact;2022
184;Nov 20. 2022;Ritual Fog;Of Dirt and Disease;Visions of Blasphemy;2022
185;Nov 20. 2022;Kaosritual;Forbannelse;Svøpt morgenrød;2007
186;Nov 20. 2022;Kaosritual;Evig svorne til hov og horn;Svøpt morgenrød;2007
187;Nov 20. 2022;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
188;Nov 13. 2022;Slade;Raven;Beginnings / Play It Loud;1969
189;Nov 13. 2022;Humble Pie;Stone Cold Fever;Classics. Vol.14;2006
190;Nov 13. 2022;Blue Oyster Cult;Hot Rails to Hell;Tyranny And Mutation;2016
191;Nov 13. 2022;Black Sabbath;Killing Yourself to Live;Killing Yourself to Live;2016
192;Nov 13. 2022;Blackfoot;Flyin' High;Let There Be Rock;2017
193;Nov 13. 2022;Pat Travers Band;Snortin' Whiskey;Classic Rock Anthems;2017
194;Nov 13. 2022;Def Leppard;Me And My Wine;Too Many Jitterbugs - B-Sides and Rarities;2020
195;Nov 13. 2022;Van Halen;Romeo Delight (2015 Remaster);Romeo Delight (2015 Remaster);2015
196;Nov 13. 2022;Nazareth;Hair of the Dog (Live at the Glasgow Apollo);Back to the Trenches (Recorded Live In Concert!);2001
197;Nov 13. 2022;Nazareth;Expect No Mercy (Live at the Glasgow Apollo);Back to the Trenches (Recorded Live In Concert!);2001
198;Nov 13. 2022;Nazareth;Razamanaz (Live at the Paris Theatre. London);Back to the Trenches (Recorded Live In Concert!);2001
199;Nov 13. 2022;Nazareth;Night Woman (Live at the Paris Theatre. London);Back to the Trenches (Recorded Live In Concert!);2001
200;Nov 13. 2022;Maul;Repulsive Intruder;Seraphic Punishment;2022
201;Nov 13. 2022;Malthusian;The Mother's Blade;MMXIII;2013
202;Nov 13. 2022;Emperor;Ye Entrancemperium;Scattered Ashes: A Decade Of Emperial Wrath;2017
203;Nov 13. 2022;Vader;Light Reaper;Light Reaper;2018
204;Nov 13. 2022;Goatwhore;Apocalyptic Havoc;Carving Out The Eyes Of God;2500
205;Nov 13. 2022;Slaegt;Goddess;Goddess;2022
206;Nov 13. 2022;Hawkwind;Lord of Light (1996 Remaster);Lord of Light (1996 Remaster);2013
207;Nov 13. 2022;Hawkwind;Down Through the Night (2015 Remaster);Down Through the Night (2015 Remaster);2015
208;Nov 13. 2022;Hawkwind;Time We Left This World Today (1996 Remaster);Time We Left This World Today (1996 Remaster);2003
209;Nov 13. 2022;Hawkwind;The Watcher (1996 Remaster);The Watcher (1996 Remaster);2003
210;Nov 13. 2022;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
211;Nov 6. 2022 ;AC/DC;Rock 'N' Roll Damnation;The Collection;2014
212;Nov 6. 2022 ;The Sensational Alex Harvey Band;St Anthony;The Last Of The Teenage Idols;2016
213;Nov 6. 2022 ;ZZ Top;Nasty Dogs and Funky Kings (2005 Remaster);Nasty Dogs and Funky Kings (2005 Remaster);2013
214;Nov 6. 2022 ;Rainbow;Man On The Silver Mountain;Catch The Rainbow: The Anthology;2003
215;Nov 6. 2022 ;Accept;Run If You Can;Breaker;1992
216;Nov 6. 2022 ;The Michael Schenker Group;Red Sky;Built to Destroy;2016
217;Nov 6. 2022 ;Y&T;Open Fire;Earthquake - The A&M Years;2013
218;Nov 6. 2022 ;W.A.S.P.;The Flame;W.A.S.P.;2006
219;Nov 6. 2022 ;Thin Lizzy;Fighting My Way Back;UK Tour '75;2008
220;Nov 6. 2022 ;Thin Lizzy;It's Only Money;UK Tour '75;2008
221;Nov 6. 2022 ;Thin Lizzy;Baby Drives Me Crazy;UK Tour '75;2008
222;Nov 6. 2022 ;Thin Lizzy;Little Darling;UK Tour '75;2008
223;Nov 6. 2022 ;Aura Noir;Shades Ablaze;Aura Noire;2018
224;Nov 6. 2022 ;Autopsy;Blackness Within;Acts Of The Unspeakable;2006
225;Nov 6. 2022 ;Ufomammut;Ammonia;Idolum;2008
226;Nov 6. 2022 ;Oranssi Pazuzu;Maavaltimo;Kosmonument;2011
227;Nov 6. 2022 ;Electric Wizard;Dunwich;Witchcult Today;2007
228;Nov 6. 2022 ;Hour Of 13;Soldiers Of Satan;The Ritualist;2010
229;Nov 6. 2022 ;Venom;Leave Me In Hell (2019 - Remaster);In Nomine Satanas (Deluxe Edition) [2019 - Remaster];2019
230;Nov 6. 2022 ;Venom;Sacrifice;Sacrifice;1982
231;Nov 6. 2022 ;Venom;Heaven's On Fire;Heaven's On Fire;1981
232;Nov 6. 2022 ;Venom;Countess Bathory;Countess Bathory;1981
233;Nov 6. 2022 ;Venom;Don't Burn the Witch;Don't Burn the Witch;1982
234;Oct 30. 2022;Venom;Witching Hour;Welcome to Hell;1981
235;Oct 30. 2022;Helloween;Halloween (Video Edit) [Bonus Track];Keeper of the Seven Keys. Pt. I & II;2013
236;Oct 30. 2022;Fastway;Trick Or Treat (Album Version);Trick Or Treat- Original Motion Picture Soundtrack Featuring FASTWAY;1990
237;Oct 30. 2022;Iron Maiden;Phantom of the Opera (2015 Remaster);Phantom of the Opera (2015 Remaster);2018
238;Oct 30. 2022;Candlemass;Crystal Ball;Epicus Doomicus Metallicus (2007 bonus edition);2007
239;Oct 30. 2022;Vanik;Jack's Lantern;Dark Season;2018
240;Oct 30. 2022;Motörhead;Boogeyman;Rock 'n' Roll (Deluxe Edition);1987
241;Oct 30. 2022;Halloween;Haunted;Don't Metal With Evil;1985
242;Oct 30. 2022;Hallows Eve;Horroshow;Tales of Terror;2500
243;Oct 30. 2022;Pentagram;The Ghoul;Relentless;1985
244;Oct 30. 2022;Gehenna;A Witch Is Born;First Spell;2008
245;Oct 30. 2022;King Diamond;Halloween;Fatal Portrait;1986
246;Oct 23. 2022;Montrose;The Dreamer;Paper Money;2012
247;Oct 23. 2022;Kiss;She;Dressed To Kill;1975
248;Oct 23. 2022;Foghat;Night Shift;Night Shift;2017
249;Oct 23. 2022;Uli Jon Roth's Electric Sun;Electric Sun;Earthquake;2006
250;Oct 23. 2022;Hard Stuff;Time Gambler (Rodney);Time Gambler (Rodney);1972
251;Oct 23. 2022;Death;The Philosopher;Vivus!;2012
252;Oct 23. 2022;Death;Zero Tolerance;Vivus!;2012
253;Oct 23. 2022;Death;Suicide Machine;Vivus!;2012
254;Oct 23. 2022;Death;Pull the Plug;Vivus!;2012
255;Oct 23. 2022;Castrator;Sinister Mind;Defiled in Oblivion;2022
256;Oct 23. 2022;Bethlehem;Luftstehs'lbläh;Sardonischer Untergang im Zeichen irreligiöser Darbietung;1998
257;Oct 23. 2022;Gevurah;At the Orient of Eden;Gehinnom;2022
258;Oct 23. 2022;Blut Aus Nord;Keziah Mason;Disharmonium - Undreamable Abysses;2022
259;Oct 23. 2022;Sigh;Mayonaka No Kaii;Mayonaka No Kaii;2022
260;Oct 23. 2022;King Diamond;Funeral;In Concert 1987: Abigail (Live);1990
261;Oct 23. 2022;King Diamond;Arrival;Abigail;2001
262;Oct 23. 2022;King Diamond;A Mansion In Darkness;Abigail;2001
263;Oct 23. 2022;King Diamond;The Family Ghost;Abigail;2001
264;Oct 23. 2022;King Diamond;The 7th Day Of July 1777;Abigail;2001
265;Oct 16. 2022;The Black Keys;Everlasting Light;Brothers;2020
266;Oct 16. 2022;Astralasia;Realise Your Purpose;Astralogy;2014
267;Oct 16. 2022;Anthrax;Metal Thrashing Mad;Fistful of Metal;2009
268;Oct 16. 2022;Metal Church;(My Favorite) Nightmare;(My Favorite) Nightmare;2009
269;Oct 16. 2022;Piledriver;Chaos;Stay Ugly;2016
270;Oct 16. 2022;Destruction;Mad Butcher;Mad Butcher / Eternal Devastation;2007
271;Oct 16. 2022;Exodus;Bonded by Blood;Bonded by Blood;2015
272;Oct 16. 2022;Hirax;Bombs of Death;Raging Violence;2013
273;Oct 16. 2022;Kreator;Awakening of the Gods;Pleasure to Kill;1986
274;Oct 16. 2022;Megadeth;The Conjuring;Peace Sells...But Who's Buying?;2004
275;Oct 16. 2022;Artillery;Out Of The Sky;Fear Of Tomorrow;1985
276;Oct 16. 2022;Overkill;Rotten To The Core;Rotten To The Core;2020
277;Oct 16. 2022;Dark Angel;Perish in Flames;Darkness Descends;2015
278;Oct 16. 2022;Death Angel;Evil Priest;The Ultra-Violence;2011
279;Oct 16. 2022;Annihilator;Ligeia;Ligeia (98 Reissue);2007
280;Oct 16. 2022;Nuclear Assault;Critical Mass;Handle with Care;2016
281;Oct 16. 2022;Sodom;Outbreak Of Evil;Persecution Mania;2007
282;Oct 16. 2022;Slayer;Black Magic;Show No Mercy;2013
283;Oct 16. 2022;Sepultura;Bestial Devastation (Reissue);Morbid Visions/Bestial Devastation (Reissue);1997
284;Oct 16. 2022;Exumer;Fallen Saint;Possessed by Fire;1986
285;Oct 16. 2022;Living Death;Vengeance (Horrible Infanticide Part Two);Protected From Reality;1986
286;Oct 16. 2022;Testament;Curse of the Legions of Death;Curse of the Legions of Death;1987
287;Oct 9. 2022 ;Rainbow;The Shed;Long Live Rock 'n' Roll;1999
288;Oct 9. 2022 ;Girlschool;Kick It Down;The Collection;1991
289;Oct 9. 2022 ;Kiss;War Machine;Creatures Of The Night;1997
290;Oct 9. 2022 ;Scorpions;The Riot of Your Time;Taken By Force (50th Anniversary Deluxe Edition);2016
291;Oct 9. 2022 ;Blue Oyster Cult;Dominance and Submission;Secret Treaties;1974
292;Oct 9. 2022 ;Saint Vitus;War Is Our Destiny;Heavier Than Thou;2011
293;Oct 9. 2022 ;Dark Star;Lady of Mars;Dark Star;1981
294;Oct 9. 2022 ;Nazareth;Expect No Mercy;Expect No Mercy;2011
295;Oct 9. 2022 ;Thin Lizzy;Are You Ready (1983 Live Version);Are You Ready (1983 Live Version);2013
296;Oct 9. 2022 ;Thin Lizzy;Cold Sweat (1983 Live Version);Cold Sweat (1983 Live Version);2014
297;Oct 9. 2022 ;Thin Lizzy;Killer on the Loose (1983 Live Version);Killer on the Loose (1983 Live Version);2013
298;Oct 9. 2022 ;Thin Lizzy;Emerald (1983 Live Version);Emerald (1983 Live Version);1983
299;Oct 9. 2022 ;Thin Lizzy;Black Rose (1983 Live Version);Black Rose (1983 Live Version);2013
300;Oct 9. 2022 ;Mournful Congregation;Mountainous Shadows. Cast Through Time;The Exuviae of Gods. Pt. 1;2022
301;Oct 9. 2022 ;Djevel;Kronet Av En Væpnet Haand;Kronet Av En Væpnet Haand;2022
302;Oct 9. 2022 ;Fossilization;With Blood and Feathers;Split;2022
303;Oct 9. 2022 ;Malthusian, Suffering Hour;Temporal Lapse;Time's Withering Shadow;2022
304;Oct 9. 2022 ;Bathory;Nocternal Obeisance;Under the Sign of the Black Mark;1987
305;Oct 9. 2022 ;Bathory;Massacre;Under The Sign Of The Black Mark;1987
306;Oct 9. 2022 ;Bathory;Woman Of Dark Desires;Under The Sign Of The Black Mark;1987
307;Oct 9. 2022 ;Bathory;Call From The Grave;Under The Sign Of The Black Mark;1986
