;show_date;Artist;Title;Album;Year
634;Jun 26. 2022;Berator;Dead Rats;Elysian Inferno;2022
635;Jun 26. 2022;Spectral Wound;Diabolic Immanence;A Diabolic Thirst;2021
636;Jun 26. 2022;Sarcofago;Nightmare;Rotting;2014
637;Jun 26. 2022;Knoll;Gild of Blotted Lucre;Metempiric;2022
638;Jun 26. 2022;Black Sabbath;Computer God (2008 Remaster);Computer God (2008 Remaster);2008
639;Jun 26. 2022;Black Sabbath;After All (The Dead);Dehumanizer;2011
640;Jun 26. 2022;Black Sabbath;TV Crimes (2007 Remaster);TV Crimes (2007 Remaster);1992
641;Jun 26. 2022;Black Sabbath;Letters from Earth (2008 Remaster);Letters from Earth (2008 Remaster);2008
642;Jun 26. 2022;Black Sabbath;Master of Insanity (2008 Remaster);Master of Insanity (2008 Remaster);2008
643;Jun 19. 2022;Van Halen;On Fire;Studio Albums 1978-1984 (24-96);2013
644;Jun 19. 2022;Aerosmith;S.O.S. (Too Bad) (Album Version);Get Your Wings;2011
645;Jun 19. 2022;New York Dolls;It's Too Late;In Too Much Too Soon;2007
646;Jun 19. 2022;Silverhead;Underneath the Light;Underneath the Light;1997
647;Jun 19. 2022;Blue Oyster Cult;The Vigil;Mirrors;2016
648;Jun 19. 2022;Black Sabbath;Megalomania (2013 Remaster);Megalomania (2013 Remaster);2014
649;Jun 19. 2022;Lynyrd Skynyrd;On The Hunt;Nuthin' Fancy;2008
650;Jun 19. 2022;Lynyrd Skynyrd;Saturday Night Special;One More From The Road;2001
651;Jun 19. 2022;Lynyrd Skynyrd;I Ain't The One;One More From The Road;2001
652;Jun 19. 2022;Negative Plane;A Work to Stand a Thousand Years;The Pact;2022
653;Jun 19. 2022;Mortuary Drape;Astral Bewitchment;All the Witches Dance;1995
654;Jun 19. 2022;Vomitor;Weeper's Carrion;Bleeding the Priest;2010
655;Jun 19. 2022;Bonehunter;Electric Nightmare;Sexual Panic Human Machine;2017
656;Jun 19. 2022;Dodsferd;Your Kingdom Was Built in a Lie;Spitting With Hatred The Insignificance Of Life;2011
657;Jun 19. 2022;Cist;Imitator;The Frozen Casket;2018
658;Jun 19. 2022;Hellripper;Blood Orgy of the She-Devils;The Affair of the Poisons;2020
659;Jun 19. 2022;Spiter;Phantoms;Bathe the Babe in Bats' Blood;2022
660;Jun 19. 2022;Alice Cooper;My Stars;My Stars;2015
661;Jun 19. 2022;Alice Cooper;Public Animal #9;Public Animal #9;2015
662;Jun 19. 2022;Alice Cooper;Alma Mater;Alma Mater;2004
663;Jun 19. 2022;Alice Cooper;Grande Finale;Grande Finale;2015
664;Jun 19. 2022;Robert Johnson;Stones in My Passway;Deluxe: Preaching Blues;2012
665;Jun 12. 2022;Chateaux;Eyes Of Stone;Eyes Of Stone;1984
666;Jun 12. 2022;Mercyful Fate;A Corpse Without Soul;The Beginning;1987
667;Jun 12. 2022;Trouble;Fear No Evil;The Skull;2017
668;Jun 12. 2022;Angel;Mirrors;Helluva Band;2010
669;Jun 12. 2022;Kiss;Strange Ways;IKONS;2010
670;Jun 12. 2022;Scorpions;The Sails of Charon;Taken By Force (50th Anniversary Deluxe Edition);2016
671;Jun 12. 2022;Twisted Sister;Destroyer;Destroyer;2011
672;Jun 12. 2022;Dio;I Speed at Night;I Speed at Night;2012
673;Jun 12. 2022;RIOT;Swords and Tequila;Swords and Tequila;2019
674;Jun 12. 2022;Judas Priest;Tyrant (Live);Setlist: The Very Best of Judas Priest Live;2013
675;Jun 12. 2022;Judas Priest;Rock Forever (Live);Unleashed In The East;1979
676;Jun 12. 2022;Judas Priest;Hell Bent for Leather (Live);Unleashed In The East;1979
677;Jun 12. 2022;Judas Priest;Starbreaker (Live);Unleashed In The East;1979
678;Jun 12. 2022;Cultes des Ghoules;Vintage Black Magic;Henbane;2013
679;Jun 12. 2022;Adversarial;Immersion Void Paragon;Death. Endless Nothing and the Black Knife of Nihilism;2015
680;Jun 12. 2022;Coroner;Son of Lilith;Mental Vortex;1991
681;Jun 12. 2022;Slayer;At Dawn They Sleep;Hell Awaits;2013
682;Jun 12. 2022;Grotesque;Angels Blood;In the Embrace of Evil;2016
683;Jun 12. 2022;Candlemass;The Well Of Souls;Nightfall;2007
684;Jun 12. 2022;Candlemass;Codex Gigas;Nightfall;2011
685;Jun 12. 2022;Candlemass;At The Gallows End;Nightfall;2007
686;Jun 12. 2022;Candlemass;Samarithan;Nightfall;2007
687;Jun 5. 2022 ;Atomic Rooster;Death Walks Behind You;The First 10 Explosive Years;2012
688;Jun 5. 2022 ;Wally gonzalez;Bagong kabuhayan;Wally on the road (vicor 40th anniv coll);2008
689;Jun 5. 2022 ;Grand Funk Railroad;Got This Thing On The Move;Grand Funk (Red Album);2002
690;Jun 5. 2022 ;AC/DC;She's Got Balls;High Voltage;1976
691;Jun 5. 2022 ;Rainbow;Starstruck;NOW Rock Air Guitar Anthems;2019
692;Jun 5. 2022 ;Iron Maiden;Where Eagles Dare (2015 Remaster);Where Eagles Dare (2015 Remaster);2018
693;Jun 5. 2022 ;W.A.S.P.;B.A.D.;W.A.S.P.;2006
694;Jun 5. 2022 ;Loudness;Angel Dust;DEVIL SOLDIER;1982
695;Jun 5. 2022 ;Diamond Head;Am I Evil? (Live);Evil Live;1994
696;Jun 5. 2022 ;Diamond Head;Sucking My Love;Evil Live;1994
697;Jun 5. 2022 ;Diamond Head;Helpless;Evil Live;1994
698;Jun 5. 2022 ;Barathrum;Angelburner;Legions of Perkele;2007
699;Jun 5. 2022 ;Horns & Hooves;Unclean Beasts;Morbid Lust;2017
700;Jun 5. 2022 ;Sacrilegia;Unheeded Warnings;The Triclavian Advent;2019
701;Jun 5. 2022 ;Tulus;Tjern;Pure Black Energy (Bonus Edition);1996
702;Jun 5. 2022 ;Hersker;Dødtøje;Befængt;2022
703;Jun 5. 2022 ;Transilvania;Heart Harvest;Of Sleep and Death;2021
704;Jun 5. 2022 ;Craven Idol;Deify the Stormgod;Forked Tongues;2021
705;Jun 5. 2022 ;Shining;Besvikelsens Dystra Monotoni;V . Halmstad;2007
706;Jun 5. 2022 ;Shining;Ttiosextusenfyrahundra;V . Halmstad;2007
707;Jun 5. 2022 ;Shining;Neka Morgondagen;V . Halmstad;2007
708;May 29. 2022;Stone Axe;Snakebite;Slave of Fear b/w Snakebite;1971
709;May 29. 2022;Coloured Balls;Human Being;Ball Power (Remastered);2016
710;May 29. 2022;Various Artists;Carry My Load;Brown Acid - The First Trip;2015
